"资料ID","文件名","扩展名","文件大小字节","修改时间","主题粗分类","核验状态","原始路径"
"MAT-0438","生或生可以不自爱到什么程度？ - 知乎 (2)【精挑细选‖免费提供：cunlovE.cn】.pdf",".pdf","1607597","2026-08-18 14:57:48","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\生或生可以不自爱到什么程度？ - 知乎 (2)【精挑细选‖免费提供：cunlovE.cn】.pdf"
"MAT-0439","生或生可以不自爱到什么程度？ - 知乎.pdf",".pdf","1819528","2026-08-18 14:57:48","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\生或生可以不自爱到什么程度？ - 知乎.pdf"
"MAT-0440","生如果主动点，生真的容易心动吗？ - 知乎 (2)【精挑细选‖免费提供：cunlovE.cn】.pdf",".pdf","4577746","2026-08-18 14:57:50","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\生如果主动点，生真的容易心动吗？ - 知乎 (2)【精挑细选‖免费提供：cunlovE.cn】.pdf"
"MAT-0441","生如果主动点，生真的容易心动吗？ - 知乎.pdf",".pdf","4080885","2026-08-18 14:57:50","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\生如果主动点，生真的容易心动吗？ - 知乎.pdf"
"MAT-0442","生谈恋爱现实点好不好？ - 知乎【精挑细选‖免费提供：cunlovE.cn】.pdf",".pdf","881287","2026-08-18 14:57:51","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\生谈恋爱现实点好不好？ - 知乎【精挑细选‖免费提供：cunlovE.cn】.pdf"
"MAT-0443","生眼里的白月光是一个怎么样的存在？ - 故事档案局 的回答 - 知乎【更多精选‖公众号：CunWorknotes】  .pdf",".pdf","2186895","2026-08-18 14:57:53","故事与案例","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\生眼里的白月光是一个怎么样的存在？ - 故事档案局 的回答 - 知乎【更多精选‖公众号：CunWorknotes】  .pdf"
"MAT-0444","生眼里的白月光是一个怎么样的存在？ - 知乎 (1)【优质资源‖关注：cunWorkNotes 解锁】.pdf",".pdf","1516120","2026-08-18 14:57:52","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\生眼里的白月光是一个怎么样的存在？ - 知乎 (1)【优质资源‖关注：cunWorkNotes 解锁】.pdf"
"MAT-0445","生眼里的白月光是一个怎么样的存在？ - 知乎.pdf",".pdf","732403","2026-08-18 14:57:52","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\生眼里的白月光是一个怎么样的存在？ - 知乎.pdf"
"MAT-0446","生有过哪些很渣的想法？ - 知乎.pdf",".pdf","1087145","2026-08-18 14:57:52","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\生有过哪些很渣的想法？ - 知乎.pdf"
"MAT-0447","生真的不懂什么是绿茶吗？ - 知乎 (1)【更多精选‖公众号：CunWorknotes】  .pdf",".pdf","1742172","2026-08-18 14:57:53","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\生真的不懂什么是绿茶吗？ - 知乎 (1)【更多精选‖公众号：CunWorknotes】  .pdf"
"MAT-0448","生真的不懂什么是绿茶吗？ - 知乎【更多精选‖公众号：CunWorknotes】  .pdf",".pdf","2421284","2026-08-18 14:57:55","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\生真的不懂什么是绿茶吗？ - 知乎【更多精选‖公众号：CunWorknotes】  .pdf"
"MAT-0449","生真的觉得跟谁结婚都一样吗？为什么？ - 知乎.pdf",".pdf","758184","2026-08-18 14:57:52","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\生真的觉得跟谁结婚都一样吗？为什么？ - 知乎.pdf"
"MAT-0450","生真的可以爱一个生很久很久吗？ - 知乎【手动整理‖：cunlove.Cn】.pdf",".pdf","1277917","2026-08-18 14:57:54","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\生真的可以爱一个生很久很久吗？ - 知乎【手动整理‖：cunlove.Cn】.pdf"
"MAT-0451","世界上什么最恶心？ - 知乎【优质资源‖关注：cunWorkNotes 解锁】.pdf",".pdf","1034169","2026-08-18 14:57:48","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\世界上什么最恶心？ - 知乎【优质资源‖关注：cunWorkNotes 解锁】.pdf"
"MAT-0452","世界史上有没有很牛的名人被更牛的人物「按在地上摩擦」的事迹？ - 知乎【花费时间‖：cunLove.cn】.pdf",".pdf","5029246","2026-08-18 14:57:48","故事与案例","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\世界史上有没有很牛的名人被更牛的人物「按在地上摩擦」的事迹？ - 知乎【花费时间‖：cunLove.cn】.pdf"
"MAT-0453","室友可以坏到什么程度？ - 知乎.pdf",".pdf","1457179","2026-08-18 14:57:51","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\室友可以坏到什么程度？ - 知乎.pdf"
"MAT-0454","室友哪些不该看的东西被你无意之间看到了？ - 知乎.pdf",".pdf","1627316","2026-08-18 14:57:52","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\室友哪些不该看的东西被你无意之间看到了？ - 知乎.pdf"
"MAT-0455","室友有哪些恶心的行为？ - 知乎.pdf",".pdf","663498","2026-08-18 14:57:51","认知与思维","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\室友有哪些恶心的行为？ - 知乎.pdf"
"MAT-0456","是电压产生电流，还是电流产生电压？ - 知乎.pdf",".pdf","6024261","2026-08-18 14:57:47","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\是电压产生电流，还是电流产生电压？ - 知乎.pdf"
"MAT-0457","双缝干涉实验恐怖吗？恐怖在哪？ - 知乎.pdf",".pdf","3845882","2026-08-18 14:57:48","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\双缝干涉实验恐怖吗？恐怖在哪？ - 知乎.pdf"
"MAT-0458","双向暗恋有多甜？ - 知乎.pdf",".pdf","1769447","2026-08-18 14:57:51","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\双向暗恋有多甜？ - 知乎.pdf"
"MAT-0459","思想品德课教学回归生活的实践研究课题中期报告.pdf",".pdf","26438","2026-08-18 14:57:51","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\思想品德课教学回归生活的实践研究课题中期报告.pdf"
"MAT-0460","太监是怎么排尿的？ - 知乎.pdf",".pdf","3062012","2026-08-18 14:57:53","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\太监是怎么排尿的？ - 知乎.pdf"
"MAT-0461","体制内，一定要去争更高的位置吗？到底有什么意义？ - 知乎.pdf",".pdf","1491264","2026-08-18 14:57:53","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\体制内，一定要去争更高的位置吗？到底有什么意义？ - 知乎.pdf"
"MAT-0462","替罪的小羔羊【不易整理‖请关注：CunWorkNoteS】.pdf",".pdf","669877","2026-08-18 14:57:53","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\替罪的小羔羊【不易整理‖请关注：CunWorkNoteS】.pdf"
"MAT-0463","土豪可以有多任性？ - 知乎.pdf",".pdf","1491739","2026-08-18 14:57:53","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\土豪可以有多任性？ - 知乎.pdf"
"MAT-0464","万历抗倭期间，为什么日本可以动员出比明朝更多的军力？ - 知乎.pdf",".pdf","1241256","2026-08-18 14:57:55","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\万历抗倭期间，为什么日本可以动员出比明朝更多的军力？ - 知乎.pdf"
"MAT-0465","为1.pdf",".pdf","1992338","2026-08-18 14:57:54","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\为1.pdf"
"MAT-0466","为什么工作越努力，工作量反而越大，领导都喜欢喊你做事情，升职加薪却轮不到自己？ - 知乎【资源精选‖更多关注：CunworkNotes】.pdf",".pdf","230093","2026-08-18 14:57:55","职场与表达","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\为什么工作越努力，工作量反而越大，领导都喜欢喊你做事情，升职加薪却轮不到自己？ - 知乎【资源精选‖更多关注：CunworkNotes】.pdf"
"MAT-0467","为什么后宫中嫔妃们一定要争宠？ - 知乎.pdf",".pdf","3881938","2026-08-18 14:57:55","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\为什么后宫中嫔妃们一定要争宠？ - 知乎.pdf"
"MAT-0468","为什么刘备那么幸运，结拜了两个都是「万人敌」的兄弟？ - 知乎.pdf",".pdf","1171700","2026-08-18 14:57:56","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\为什么刘备那么幸运，结拜了两个都是「万人敌」的兄弟？ - 知乎.pdf"
"MAT-0469","为什么那么多西方人害怕小丑？ - 知乎【耗时整理‖不易且全免费：cunlOve.cn】.pdf",".pdf","11136134","2026-08-18 14:58:57","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\为什么那么多西方人害怕小丑？ - 知乎【耗时整理‖不易且全免费：cunlOve.cn】.pdf"
"MAT-0470","为什么说女性非常理性是很「可怕」的？ - 知乎【花费时间‖：cunLove.cn】.pdf",".pdf","1382041","2026-08-18 14:57:56","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\为什么说女性非常理性是很「可怕」的？ - 知乎【花费时间‖：cunLove.cn】.pdf"
"MAT-0471","为什么说永远也不要考验人性？ - 知乎【公重号：CunWorkNotes】.pdf",".pdf","469322","2026-08-18 14:57:56","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\为什么说永远也不要考验人性？ - 知乎【公重号：CunWorkNotes】.pdf"
"MAT-0472","为什么土豪富二代不会娶网红只是跟她们玩玩_ - 知乎 (1)【良心整理‖免费获取：cunloVe.cn】.pdf",".pdf","705760","2026-08-18 14:57:56","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\为什么土豪富二代不会娶网红只是跟她们玩玩_ - 知乎 (1)【良心整理‖免费获取：cunloVe.cn】.pdf"
"MAT-0473","为什么土豪富二代不会娶网红只是跟她们玩玩_ - 知乎.pdf",".pdf","771099","2026-08-18 14:57:56","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\为什么土豪富二代不会娶网红只是跟她们玩玩_ - 知乎.pdf"
"MAT-0474","为什么现在越来越多的人不爱发朋友圈了？ - 知乎【优质合集‖免费获取：cunlove.cN】.pdf",".pdf","854928","2026-08-18 14:57:57","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\为什么现在越来越多的人不爱发朋友圈了？ - 知乎【优质合集‖免费获取：cunlove.cN】.pdf"
"MAT-0475","为什么有的人从不读书但其远见、思维方式、做事方法却那么卓越？ - 知乎.pdf",".pdf","878533","2026-08-18 14:57:57","认知与思维","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\为什么有的人从不读书但其远见、思维方式、做事方法却那么卓越？ - 知乎.pdf"
